1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
21,0
22,None
23,0
24,0
25,None
26,0
27,None
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,None
36,0
37,0
38,0
39,0
40,0
41,0
42,None
43,None
44,0
45,0
46,None
47,None
49,0
50,1
51,None
52,0
53,0
54,0
55,0
56,0
57,1
58,0
59,0
60,0
61,0
62,0
63,1
64,0
65,0
66,0
67,0
68,1
69,0
70,0
71,1
72,0
73,0
74,0
75,0
76,1
77,1
78,0
79,1
80,1
81,0
82,None
83,None
84,0
85,0
86,0
87,0
88,0
90,0
91,0
92,None
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,None
101,0
102,0
103,None
104,0
105,None
106,0
107,0
108,0
109,0
110,0
111,None
112,0
113,0
114,0
115,0
